FIPS,state,percapita,population,total_liabilities,revenue,lib_rev_ratio,name,state_abv
24510,Maryland,null,null,0,0,null,Baltimore city,MD
25001,Massachusetts,605.8,214333,129843948,38436635,337.81,Barnstable County,MA
25003,Massachusetts,null,null,0,0,null,Berkshire County,MA
25005,Massachusetts,0,556772,0,0,null,Bristol County,MA
25007,Massachusetts,1034.79,17299,17900838,14498323,123.47,Dukes County,MA
25009,Massachusetts,null,null,0,0,null,Essex County,MA
25011,Massachusetts,null,null,0,0,null,Franklin County,MA
25013,Massachusetts,null,null,0,0,null,Hampden County,MA
25015,Massachusetts,null,null,0,0,null,Hampshire County,MA
25017,Massachusetts,null,null,0,0,null,Middlesex County,MA
25019,Massachusetts,null,null,0,0,null,Nantucket County,MA
25021,Massachusetts,0,696023,0,0,null,Norfolk County,MA
25023,Massachusetts,0,510393,0,0,null,Plymouth County,MA
25025,Massachusetts,null,null,0,0,null,Suffolk County,MA
25027,Massachusetts,null,null,0,0,null,Worcester County,MA
26001,Michigan,616.26,10349,6377666,9598490,66.44,Alcona County,MI
26003,Michigan,997.03,9383,9355101,7323414,127.74,Alger County,MI
26005,Michigan,322.09,114625,36919907,69941359,52.79,Allegan County,MI
26007,Michigan,958.73,28803,27614261,18760887,147.19,Alpena County,MI
26009,Michigan,1129.95,23154,26162892,44411211,58.91,Antrim County,MI
26011,Michigan,306.95,15261,4684319,10344234,45.28,Arenac County,MI
26013,Michigan,608.91,8575,5221429,4999340,104.44,Baraga County,MI
26015,Michigan,523.55,59314,31053744,54287849,57.2,Barry County,MI
26017,Michigan,1136.6,105659,120092153,81268243,147.77,Bay County,MI
26019,Michigan,887.34,17457,15490364,26406514,58.66,Benzie County,MI
26021,Michigan,1015.61,154636,157050340,128698839,122.03,Berrien County,MI
26023,Michigan,1047.8,43664,45751249,23808644,192.16,Branch County,MI
26025,Michigan,1137.81,134314,152824222,112671097,135.64,Calhoun County,MI
26027,Michigan,264.63,51657,13670191,25494634,53.62,Cass County,MI
26029,Michigan,898.63,26238,23578327,23788691,99.12,Charlevoix County,MI
26031,Michigan,512.3,25427,13026285,20623513,63.16,Cheboygan County,MI
26033,Michigan,844.05,38033,32101712,24606610,130.46,Chippewa County,MI
26035,Michigan,402.73,30553,12304552,8571770,143.55,Clare County,MI
26037,Michigan,144.16,77390,11156457,33081811,33.72,Clinton County,MI
26039,Michigan,1152.47,13801,15905237,12361609,128.67,Crawford County,MI
26041,Michigan,867.56,36377,31559388,18721103,168.58,Delta County,MI
26043,Michigan,1183.71,25788,30525418,18046591,169.15,Dickinson County,MI
26045,Michigan,1316.19,108801,143202279,71313255,200.81,Eaton County,MI
26047,Michigan,724.02,33161,24009134,54562572,44,Emmet County,MI
26049,Michigan,1900.63,410849,780871823,233874606,333.88,Genesee County,MI
26051,Michigan,801,25164,20156371,12069375,167,Gladwin County,MI
26053,Michigan,989.22,15431,15264618,23638596,64.57,Gogebic County,MI
26055,Michigan,735.88,91636,67433298,91453389,73.74,Grand Traverse County,MI
26057,Michigan,269.11,41540,11178828,20021423,55.83,Gratiot County,MI
26059,Michigan,549.51,45941,25245060,42301633,59.68,Hillsdale County,MI
26061,Michigan,892.55,36380,32470901,45445533,71.45,Houghton County,MI
26063,Michigan,1742,31883,55540331,33413678,166.22,Huron County,MI
26065,Michigan,1444.58,286085,413273124,242698181,170.28,Ingham County,MI
26067,Michigan,613.89,64223,39425778,38511388,102.37,Ionia County,MI
26069,Michigan,451.05,25345,11431877,24776732,46.14,Iosco County,MI
26071,Michigan,582.68,11348,6612269,10073481,65.64,Iron County,MI
26073,Michigan,277.16,70698,19594432,30412651,64.43,Isabella County,MI
26075,Michigan,2333.12,159494,372118443,157508119,236.25,Jackson County,MI
26077,Michigan,330.17,260263,85930743,131555551,65.32,Kalamazoo County,MI
26079,Michigan,560.78,17260,9678979,12770691,75.79,Kalkaska County,MI
26081,Michigan,406.91,636369,258942401,462703732,55.96,Kent County,MI
26083,Michigan,565.23,2168,1225419,2517990,48.67,Keweenaw County,MI
26085,Michigan,1081.65,11424,12356760,12762355,96.82,Lake County,MI
26087,Michigan,339.95,88373,30042306,89348982,33.62,Lapeer County,MI
26089,Michigan,683.45,21981,15022818,17469380,86,Leelanau County,MI
26091,Michigan,501.74,98573,49458350,66943346,73.88,Lenawee County,MI
26093,Michigan,396.95,187316,74356018,93844606,79.23,Livingston County,MI
26095,Michigan,656.43,6415,4210991,5609278,75.07,Luce County,MI
26097,Michigan,658.55,10890,7171610,10847965,66.11,Mackinac County,MI
26099,Michigan,680.09,864840,588170168,838603717,70.14,Macomb County,MI
26101,Michigan,919.82,24461,22499682,23964790,93.89,Manistee County,MI
26103,Michigan,1450.76,67215,97512923,68774710,141.79,Marquette County,MI
26105,Michigan,615.49,28783,17715663,62744078,28.23,Mason County,MI
26107,Michigan,50.8,43067,2187606,23744911,9.21,Mecosta County,MI
26109,Michigan,479.09,23548,11281561,13643783,82.69,Menominee County,MI
26111,Michigan,951.52,83632,79577321,61726720,128.92,Midland County,MI
26113,Michigan,194.61,14903,2900212,9720915,29.83,Missaukee County,MI
26115,Michigan,793.47,149568,118677146,79443028,149.39,Monroe County,MI
26117,Michigan,243.69,62945,15339200,27799737,55.18,Montcalm County,MI
26119,Michigan,928.27,9259,8594833,6690127,128.47,Montmorency County,MI
26121,Michigan,1739.3,172790,300534045,184352543,163.02,Muskegon County,MI
26123,Michigan,295.45,47948,14166165,31870550,44.45,Newaygo County,MI
26125,Michigan,596.78,1242304,741376009,970737618,76.37,Oakland County,MI
26127,Michigan,384.7,26105,10042642,17882100,56.16,Oceana County,MI
26129,Michigan,741.27,20937,15519897,14018268,110.71,Ogemaw County,MI
26131,Michigan,701.8,6007,4215703,6013200,70.11,Ontonagon County,MI
26133,Michigan,292.84,23058,6752354,15688272,43.04,Osceola County,MI
26135,Michigan,531.47,8251,4385132,9331492,46.99,Oscoda County,MI
26137,Michigan,510.51,24253,12381501,19504657,63.48,Otsego County,MI
26139,Michigan,509.26,279955,142570321,177632731,80.26,Ottawa County,MI
26141,Michigan,613.92,12841,7883374,8070837,97.68,Presque Isle County,MI
26143,Michigan,495.34,23898,11837717,20524030,57.68,Roscommon County,MI
26145,Michigan,989.01,193307,191181728,124507201,153.55,Saginaw County,MI
26147,Michigan,815.72,159875,130413137,108529290,120.16,St. Clair County,MI
26149,Michigan,250.38,61018,15277619,29616596,51.58,St. Joseph County,MI
26151,Michigan,604.41,41475,25067766,31492978,79.6,Sanilac County,MI
26153,Michigan,924.17,8173,7553214,6051426,124.82,Schoolcraft County,MI
26155,Michigan,786.29,68619,53954298,29556050,182.55,Shiawassee County,MI
26157,Michigan,561.8,53777,30211983,55307353,54.63,Tuscola County,MI
26159,Michigan,488.54,75077,36677814,38744829,94.67,Van Buren County,MI
26161,Michigan,712.25,358880,255611336,313823213,81.45,Washtenaw County,MI
26163,Michigan,1030.47,1759335,1812948420,1084737794,167.13,Wayne County,MI
26165,Michigan,820.06,33003,27064312,19765848,136.92,Wexford County,MI
27001,Minnesota,1605.97,15702,25216981,38274583,65.88,Aitkin County,MN
27003,Minnesota,907.07,344151,312168921,423335907,73.74,Anoka County,MN
27005,Minnesota,1070.75,33386,35748120,66893268,53.44,Becker County,MN
27007,Minnesota,870.31,45672,39749018,94791410,41.93,Beltrami County,MN
27009,Minnesota,622.07,39710,24702375,52546906,47.01,Benton County,MN
27011,Minnesota,3389.03,5040,17080700,14746014,115.83,Big Stone County,MN
27013,Minnesota,1059.69,65787,69713629,108654404,64.16,Blue Earth County,MN
27015,Minnesota,826.81,25313,20929055,45232516,46.27,Brown County,MN
27017,Minnesota,1778.61,35569,63263526,70351954,89.92,Carlton County,MN
27019,Minnesota,835.3,98741,82477870,169199385,48.75,Carver County,MN
27021,Minnesota,2290.21,28706,65742755,66179737,99.34,Cass County,MN
27023,Minnesota,764.21,12109,9253807,27775965,33.32,Chippewa County,MN
27025,Minnesota,1388.92,54293,75408880,86173013,87.51,Chisago County,MN
27027,Minnesota,0,62324,0,0,null,Clay County,MN
27029,Minnesota,723.17,8803,6366077,23629889,26.94,Clearwater County,MN
27031,Minnesota,8927.77,5194,46370823,29486111,157.26,Cook County,MN
27033,Minnesota,730.44,11549,8435846,24724049,34.12,Cottonwood County,MN
27035,Minnesota,1231.05,63428,78082818,108080576,72.25,Crow Wing County,MN
27037,Minnesota,446.64,414686,185214067,427900218,43.28,Dakota County,MN
27039,Minnesota,0,20364,0,0,null,Dodge County,MN
27041,Minnesota,4534.75,37075,168125950,232653566,72.26,Douglas County,MN
27043,Minnesota,2235.04,14050,31402336,30913401,101.58,Faribault County,MN
27045,Minnesota,0,20834,0,0,null,Fillmore County,MN
27047,Minnesota,888.09,30613,27187047,63899427,42.55,Freeborn County,MN
27049,Minnesota,1008.99,46435,46852531,80572809,58.15,Goodhue County,MN
27051,Minnesota,2682.18,5903,15832920,26649180,59.41,Grant County,MN
27053,Minnesota,2856.87,1223149,3494379106,3366383989,103.8,Hennepin County,MN
27055,Minnesota,1246.01,18773,23391256,32603920,71.74,Houston County,MN
27057,Minnesota,1924.73,20655,39755376,53245534,74.66,Hubbard County,MN
27059,Minnesota,911.58,38429,35031011,57146806,61.3,Isanti County,MN
27061,Minnesota,3884.13,45435,176475547,180725376,97.65,Itasca County,MN
27063,Minnesota,4552.77,10079,45887409,38167539,120.23,Jackson County,MN
27065,Minnesota,1258.4,15837,19929353,33577065,59.35,Kanabec County,MN
27067,Minnesota,1699.62,42542,72305185,97425926,74.22,Kandiyohi County,MN
27069,Minnesota,1057.06,4424,4676455,16688662,28.02,Kittson County,MN
27071,Minnesota,1138.34,12841,14617445,43710251,33.44,Koochiching County,MN
27073,Minnesota,0,6856,0,0,null,Lac qui Parle County,MN
27075,Minnesota,2071.47,10631,22021794,41525692,53.03,Lake County,MN
27077,Minnesota,0,3923,0,0,null,Lake of the Woods County,MN
27079,Minnesota,2311.82,27663,63951825,51176287,124.96,Le Sueur County,MN
27081,Minnesota,2233.74,5771,12890888,16792519,76.77,Lincoln County,MN
27083,Minnesota,1087.51,25673,27919643,36724481,76.02,Lyon County,MN
27085,Minnesota,0,35932,0,0,null,McLeod County,MN
27087,Minnesota,1251.76,5457,6830856,15461660,44.18,Mahnomen County,MN
27089,Minnesota,1143.17,9423,10772129,22845508,47.15,Marshall County,MN
27091,Minnesota,0,20022,0,0,null,Martin County,MN
27093,Minnesota,2414.93,23102,55789625,82880199,67.31,Meeker County,MN
27095,Minnesota,0,25788,0,0,null,Mille Lacs County,MN
27097,Minnesota,1235.07,32775,40479444,59934419,67.54,Morrison County,MN
27099,Minnesota,1201.51,39116,46998398,64080719,73.34,Mower County,MN
27101,Minnesota,2646.35,8413,22263738,22054068,100.95,Murray County,MN
27103,Minnesota,1276.44,33347,42565487,54879517,77.56,Nicollet County,MN
27105,Minnesota,1310.65,21770,28532872,38117440,74.86,Nobles County,MN
27107,Minnesota,850.28,6678,5678197,20103026,28.25,Norman County,MN
27109,Minnesota,1929.01,151436,292121994,285316948,102.39,Olmsted County,MN
27111,Minnesota,1925.99,57716,111160373,114631960,96.97,Otter Tail County,MN
27113,Minnesota,1837.06,14219,26121124,28977161,90.14,Pennington County,MN
27115,Minnesota,1930,29069,56103079,53602311,104.67,Pine County,MN
27117,Minnesota,0,9271,0,0,null,Pipestone County,MN
27119,Minnesota,1799.08,31533,56730313,76647630,74.01,Polk County,MN
27121,Minnesota,1480.89,11041,16350560,22240973,73.52,Pope County,MN
27123,Minnesota,1300.6,538133,699894491,1087437144,64.36,Ramsey County,MN
27125,Minnesota,926.53,4055,3757090,11257084,33.38,Red Lake County,MN
27127,Minnesota,850.92,15471,13164635,35699077,36.88,Redwood County,MN
27129,Minnesota,5040.78,14892,75067251,61869769,121.33,Renville County,MN
27131,Minnesota,884.63,65400,57854796,84154140,68.75,Rice County,MN
27133,Minnesota,1329.32,9600,12761502,19064623,66.94,Rock County,MN
27135,Minnesota,787.57,15770,12419907,28026454,44.31,Roseau County,MN
27137,Minnesota,1709.56,200431,342648415,394051090,86.96,St. Louis County,MN
27139,Minnesota,1461.69,141660,207062929,204321594,101.34,Scott County,MN
27141,Minnesota,1097.32,91705,100629952,134828716,74.64,Sherburne County,MN
27143,Minnesota,1392.66,14875,20715850,36664130,56.5,Sibley County,MN
27145,Minnesota,572.14,154708,88514377,190285664,46.52,Stearns County,MN
27147,Minnesota,795.57,36755,29241067,56271153,51.96,Steele County,MN
27149,Minnesota,1940.3,9796,19007194,19790845,96.04,Stevens County,MN
27151,Minnesota,2354.82,9340,21994055,27385721,80.31,Swift County,MN
27153,Minnesota,799.99,24257,19405417,44563883,43.55,Todd County,MN
27155,Minnesota,5160.04,3401,17549303,14623850,120,Traverse County,MN
27157,Minnesota,0,21239,0,0,null,Wabasha County,MN
27159,Minnesota,0,13875,0,0,null,Wadena County,MN
27161,Minnesota,992.56,18989,18847669,33290432,56.62,Waseca County,MN
27163,Minnesota,1582.49,251597,398150946,310968482,128.04,Washington County,MN
27165,Minnesota,1060,10952,11609102,28070506,41.36,Watonwan County,MN
27167,Minnesota,1312.41,6396,8394179,49108551,17.09,Wilkin County,MN
27169,Minnesota,662.41,50885,33706695,59147367,56.99,Winona County,MN
27171,Minnesota,1691.82,131311,222154128,187164186,118.69,Wright County,MN
27173,Minnesota,1582.1,9875,15623226,26660879,58.6,Yellow Medicine County,MN
28001,Mississippi,0,31254,0,0,null,Adams County,MS
28003,Mississippi,0,37388,0,0,null,Alcorn County,MS
28005,Mississippi,0,12574,0,0,null,Amite County,MS
28007,Mississippi,0,19043,0,0,null,Attala County,MS
28009,Mississippi,0,8182,0,0,null,Benton County,MS
28011,Mississippi,0,33322,0,0,null,Bolivar County,MS
28013,Mississippi,0,14717,0,0,null,Calhoun County,MS
28015,Mississippi,0,10243,0,0,null,Carroll County,MS
28017,Mississippi,0,17328,0,0,null,Chickasaw County,MS
28019,Mississippi,0,8299,0,0,null,Choctaw County,MS
28021,Mississippi,0,9150,0,0,null,Claiborne County,MS
28023,Mississippi,0,16006,0,0,null,Clarke County,MS
28025,Mississippi,0,20048,0,0,null,Clay County,MS
28027,Mississippi,0,24620,0,0,null,Coahoma County,MS
28029,Mississippi,0,28773,0,0,null,Copiah County,MS
28031,Mississippi,1108.85,19543,21670349,17171504,126.2,Covington County,MS
28033,Mississippi,0,173323,0,0,null,DeSoto County,MS
28035,Mississippi,891.08,75944,67672157,47606802,142.15,Forrest County,MS
28037,Mississippi,0,7743,0,0,null,Franklin County,MS
28039,Mississippi,0,23373,0,0,null,George County,MS
28041,Mississippi,0,13522,0,0,null,Greene County,MS
28043,Mississippi,0,21578,0,0,null,Grenada County,MS
28045,Mississippi,0,46420,0,0,null,Hancock County,MS
28047,Mississippi,0,201410,0,0,null,Harrison County,MS
28049,Mississippi,0,242891,0,0,null,Hinds County,MS
28051,Mississippi,0,18340,0,0,null,Holmes County,MS
28053,Mississippi,0,8669,0,0,null,Humphreys County,MS
28055,Mississippi,0,1337,0,0,null,Issaquena County,MS
28057,Mississippi,0,23609,0,0,null,Itawamba County,MS
28059,Mississippi,0,141425,0,0,null,Jackson County,MS
28061,Mississippi,0,16569,0,0,null,Jasper County,MS
28063,Mississippi,0,7507,0,0,null,Jefferson County,MS
28065,Mississippi,0,11665,0,0,null,Jefferson Davis County,MS
28067,Mississippi,0,68215,0,0,null,Jones County,MS
28069,Mississippi,0,9969,0,0,null,Kemper County,MS
28071,Mississippi,0,53154,0,0,null,Lafayette County,MS
28073,Mississippi,0,60618,0,0,null,Lamar County,MS
28075,Mississippi,0,78524,0,0,null,Lauderdale County,MS
28077,Mississippi,0,12622,0,0,null,Lawrence County,MS
28079,Mississippi,0,22763,0,0,null,Leake County,MS
28081,Mississippi,0,85300,0,0,null,Lee County,MS
28083,Mississippi,0,30999,0,0,null,Leflore County,MS
28085,Mississippi,0,34649,0,0,null,Lincoln County,MS
28087,Mississippi,1395.35,59710,83316458,48818502,170.67,Lowndes County,MS
28089,Mississippi,0,103465,0,0,null,Madison County,MS
28091,Mississippi,0,25563,0,0,null,Marion County,MS
28093,Mississippi,0,35916,0,0,null,Marshall County,MS
28095,Mississippi,767.56,35827,27499305,25548226,107.64,Monroe County,MS
28097,Mississippi,0,10152,0,0,null,Montgomery County,MS
28099,Mississippi,0,29463,0,0,null,Neshoba County,MS
28101,Mississippi,0,21747,0,0,null,Newton County,MS
28103,Mississippi,0,11043,0,0,null,Noxubee County,MS
28105,Mississippi,0,49800,0,0,null,Oktibbeha County,MS
28107,Mississippi,0,34167,0,0,null,Panola County,MS
28109,Mississippi,0,55191,0,0,null,Pearl River County,MS
28111,Mississippi,0,12277,0,0,null,Perry County,MS
28113,Mississippi,0,39956,0,0,null,Pike County,MS
28115,Mississippi,0,30908,0,0,null,Pontotoc County,MS
28117,Mississippi,0,25459,0,0,null,Prentiss County,MS
28119,Mississippi,0,7486,0,0,null,Quitman County,MS
28121,Mississippi,1058.77,149039,157798553,83074102,189.95,Rankin County,MS
28123,Mississippi,0,28265,0,0,null,Scott County,MS
28125,Mississippi,0,4585,0,0,null,Sharkey County,MS
28127,Mississippi,0,27222,0,0,null,Simpson County,MS
28129,Mississippi,0,16059,0,0,null,Smith County,MS
28131,Mississippi,0,18070,0,0,null,Stone County,MS
28133,Mississippi,0,27005,0,0,null,Sunflower County,MS
28135,Mississippi,0,14588,0,0,null,Tallahatchie County,MS
28137,Mississippi,0,28296,0,0,null,Tate County,MS
28139,Mississippi,0,22131,0,0,null,Tippah County,MS
28141,Mississippi,0,19552,0,0,null,Tishomingo County,MS
28143,Mississippi,0,10343,0,0,null,Tunica County,MS
28145,Mississippi,0,28429,0,0,null,Union County,MS
28147,Mississippi,0,14638,0,0,null,Walthall County,MS
28149,Mississippi,0,47485,0,0,null,Warren County,MS
28151,Mississippi,0,48130,0,0,null,Washington County,MS
28153,Mississippi,0,20566,0,0,null,Wayne County,MS
28155,Mississippi,0,9899,0,0,null,Webster County,MS
28157,Mississippi,0,9122,0,0,null,Wilkinson County,MS
28159,Mississippi,0,18317,0,0,null,Winston County,MS
28161,Mississippi,0,12447,0,0,null,Yalobusha County,MS
28163,Mississippi,1264.32,27387,34625966,24966238,138.69,Yazoo County,MS
29001,Missouri,0,25378,0,0,null,Adair County,MO
29003,Missouri,0,17296,0,0,null,Andrew County,MO
29005,Missouri,0,5306,0,0,null,Atchison County,MO
29007,Missouri,0,26096,0,0,null,Audrain County,MO
29009,Missouri,0,35829,0,11867551,0,Barry County,MO
29011,Missouri,0,11880,0,5201872,0,Barton County,MO
29013,Missouri,0,16446,0,0,null,Bates County,MO
29015,Missouri,0,18670,0,11972085,0,Benton County,MO
29017,Missouri,0,12182,0,7209922,0,Bollinger County,MO
29019,Missouri,247.54,174974,43313084,106133985,40.81,Boone County,MO
29021,Missouri,129.62,89100,11549032,52413352,22.03,Buchanan County,MO
29023,Missouri,0,42951,0,0,null,Butler County,MO
29025,Missouri,0,9014,0,0,null,Caldwell County,MO
29027,Missouri,82.09,44834,3680204,25482317,14.44,Callaway County,MO
29029,Missouri,0,44237,0,0,null,Camden County,MO
29031,Missouri,2.48,78572,194689,3890227,5,Cape Girardeau County,MO
29033,Missouri,0,8992,0,6919909,0,Carroll County,MO
29035,Missouri,0,6263,0,4729734,0,Carter County,MO
29037,Missouri,603.9,101603,61357916,57193722,107.28,Cass County,MO
29039,Missouri,0,13934,0,0,null,Cedar County,MO
29041,Missouri,0,7589,0,0,null,Chariton County,MO
29043,Missouri,0,83279,0,35266274,0,Christian County,MO
29045,Missouri,0,6801,0,0,null,Clark County,MO
29047,Missouri,383.71,235637,90416155,106035071,85.27,Clay County,MO
29049,Missouri,0,20609,0,0,null,Clinton County,MO
29051,Missouri,182.12,76720,13972414,57547685,24.28,Cole County,MO
29053,Missouri,0,17642,0,3087985,0,Cooper County,MO
29055,Missouri,0,24526,0,0,null,Crawford County,MO
29057,Missouri,0,7595,0,0,null,Dade County,MO
29059,Missouri,0,16393,0,8536865,0,Dallas County,MO
29061,Missouri,0,8253,0,0,null,Daviess County,MO
29063,Missouri,0,12687,0,0,null,DeKalb County,MO
29065,Missouri,0,15593,0,0,null,Dent County,MO
29067,Missouri,0,13373,0,5976061,0,Douglas County,MO
29069,Missouri,0,30895,0,0,null,Dunklin County,MO
29071,Missouri,0,102426,0,0,null,Franklin County,MO
29073,Missouri,0,14858,0,0,null,Gasconade County,MO
29075,Missouri,0,6692,0,0,null,Gentry County,MO
29077,Missouri,460.37,288072,132618432,191763324,69.16,Greene County,MO
29079,Missouri,0,10097,0,0,null,Grundy County,MO
29081,Missouri,0,8615,0,5927560,0,Harrison County,MO
29083,Missouri,0,21737,0,11017913,0,Henry County,MO
29085,Missouri,0,9201,0,0,null,Hickory County,MO
29087,Missouri,0,4484,0,0,null,Holt County,MO
